/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
elt_dbt                  | [0m12:35:05  19 of 30 PASS source_unique_raw_data_sport_activities_history_id_activity ...... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  20 of 30 START test source_unique_raw_data_sport_enterprise_id_duo ............. [RUN]
elt_dbt                  | [0m12:35:05  20 of 30 PASS source_unique_raw_data_sport_enterprise_id_duo ................... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  21 of 30 START sql table model public_silver.silver_rh_info .................... [RUN]
elt_dbt                  | [0m12:35:06  21 of 30 OK created sql table model public_silver.silver_rh_info ............... [[32mSELECT 161[0m in 0.06s]
elt_dbt                  | [0m12:35:06  22 of 30 START sql incremental model public_silver.silver_sport_activities_history  [RUN]
elt_dbt                  | [0m12:35:06  22 of 30 OK created sql incremental model public_silver.silver_sport_activities_history  [[32mINSERT 0 0[0m in 0.06s]
elt_dbt                  | [0m12:35:06  23 of 30 START sql table model public_silver.silver_sport_enterprise ........... [RUN]
elt_dbt                  | [0m12:35:06  23 of 30 OK created sql table model public_silver.silver_sport_enterprise ...... [[32mSELECT 95[0m in 0.02s]
elt_dbt                  | [0m12:35:06  24 of 30 START sql table model public_gold.gold_incorrect_moyen_deplacement .... [RUN]
elt_dbt                  | [0m12:35:06  24 of 30 OK created sql table model public_gold.gold_incorrect_moyen_deplacement  [[32mSELECT 29[0m in 0.03s]
elt_dbt                  | [0m12:35:06  25 of 30 START sql table model public_gold.gold_potential_moyen_deplac_bonus ... [RUN]
elt_dbt                  | [0m12:35:06  25 of 30 OK created sql table model public_gold.gold_potential_moyen_deplac_bonus  [[32mSELECT 41[0m in 0.03s]
elt_dbt                  | [0m12:35:06  26 of 30 START sql table model public_gold.gold_rh_info ........................ [RUN]
elt_dbt                  | [0m12:35:06  26 of 30 OK created sql table model public_gold.gold_rh_info ................... [[32mSELECT 39[0m in 0.03s]
elt_dbt                  | [0m12:35:06  27 of 30 START sql incremental model public_gold.gold_slack_message_activities . [RUN]
elt_dbt                  | [0m12:35:06  27 of 30 OK created sql incremental model public_gold.gold_slack_message_activities  [[32mINSERT 0 6[0m in 0.03s]
elt_dbt                  | [0m12:35:06  28 of 30 START sql incremental model public_gold.gold_sport_activities_history . [RUN]
elt_dbt                  | [0m12:35:06  28 of 30 OK created sql incremental model public_gold.gold_sport_activities_history  [[32mINSERT 0 0[0m in 0.03s]
elt_dbt                  | [0m12:35:06  29 of 30 START test not_null_gold_rh_info_id_salarie ........................... [RUN]
elt_dbt                  | [0m12:35:06  29 of 30 PASS not_null_gold_rh_info_id_salarie ................................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:06  30 of 30 START test unique_gold_rh_info_id_salarie ............................. [RUN]
elt_dbt                  | [0m12:35:06  30 of 30 PASS unique_gold_rh_info_id_salarie ................................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:06  
elt_dbt                  | [0m12:35:06  Finished running 22 tests, 5 table models, 3 incremental models in 0 hours 0 minutes and 0.79 seconds (0.79s).
elt_dbt                  | [0m12:35:06  
elt_dbt                  | [0m12:35:06  [32mCompleted successfully[0m
elt_dbt                  | [0m12:35:06  
elt_dbt                  | [0m12:35:06  Done. PASS=30 WARN=0 ERROR=0 SKIP=0 TOTAL=30
[Kelt_dbt exited with code 0
slack_sender             | Démarrage du producteur d'activités sportives...
slack_sender             | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
slack_sender             | (81676, datetime.date(2026, 2, 15), 'Tennis', None, datetime.datetime(2026, 2, 16, 12, 35, 6, 247490, tzinfo=datetime.timezone.utc))
slack_sender             | (56263, datetime.date(2026, 2, 15), 'Boxe', None, datetime.datetime(2026, 2, 16, 12, 35, 6, 247490, tzinfo=datetime.timezone.utc))
slack_sender             | (76903, datetime.date(2026, 2, 15), 'Basketball', None, datetime.datetime(2026, 2, 16, 12, 35, 6, 247490, tzinfo=datetime.timezone.utc))
slack_sender             | (17997, datetime.date(2026, 2, 15), 'Tennis de table', None, datetime.datetime(2026, 2, 16, 12, 35, 6, 247490, tzinfo=datetime.timezone.utc))
slack_sender             | (19260, datetime.date(2026, 2, 15), 'Runing', None, datetime.datetime(2026, 2, 16, 12, 35, 6, 247490, tzinfo=datetime.timezone.utc))
slack_sender             | (18941, datetime.date(2026, 2, 15), 'Runing', None, datetime.datetime(2026, 2, 16, 12, 35, 6, 247490, tzinfo=datetime.timezone.utc))
slack_sender             | Connexion fermée.
slack_sender             | row 0 : 81676
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Tennis
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:35:06.247490+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 56263
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Boxe
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:35:06.247490+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 76903
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Basketball
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:35:06.247490+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 17997
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Tennis de table
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:35:06.247490+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 19260
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Runing
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:35:06.247490+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 18941
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Runing
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:35:06.247490+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
[Kslack_sender exited with code 0
Mon Feb 16 13:35:09 CET 2026: Daily pipeline execution completed
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Traceback (most recent call last):
producer_history_strava  |   File "/app/extract_data.py", line 188, in <module>
producer_history_strava  |     conn = connexion_sql()
producer_history_strava  |            ^^^^^^^^^^^^^^^
producer_history_strava  |   File "/app/extract_data.py", line 18, in connexion_sql
producer_history_strava  |     conn  = psycopg2.connect(
producer_history_strava  |             ^^^^^^^^^^^^^^^^^
producer_history_strava  |   File "/usr/local/lib/python3.11/site-packages/psycopg2/__init__.py", line 122, in connect
producer_history_strava  |     conn = _connect(dsn, connection_factory=connection_factory, **kwasync)
producer_history_strava  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
producer_history_strava  | psycopg2.OperationalError: could not translate host name "postgres" to address: Name or service not known
producer_history_strava  | 
[Kproducer_history_strava exited with code 1
[31m[1mAborting on container exit...[0m
 Container slack_sender  Stopping
 Container slack_sender  Stopped
 Container elt_dbt  Stopping
 Container elt_dbt  Stopped
 Container producer_history_strava  Stopping
 Container producer_history_strava  Stopped
service "producer_history_strava" didn't complete successfully: exit 1
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 50955: Rugby from 2026-01-25 17:20:23 to 2026-01-25 18:20:23 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 76341: Football from 2026-01-05 17:40:11 to 2026-01-05 18:40:11 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-24 02:05:08 to 2026-01-24 04:05:08 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-01-29 21:41:14 to 2026-01-29 22:41:14 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 51866: Runing from 2026-01-20 10:07:14 to 2026-01-20 11:07:14 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 37830: Randonnée from 2026-02-03 08:46:43 to 2026-02-03 10:46:43 with distance 10239m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 43124: Équitation from 2026-02-09 15:39:04 to 2026-02-09 18:39:04 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-02-12 09:20:06 to 2026-02-12 11:20:06 with distance 6602m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 66386: Badminton from 2026-01-18 17:39:58 to 2026-01-18 20:39:58 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-02-07 13:12:06 to 2026-02-07 16:12:06 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 70575: Randonnée from 2026-01-17 23:38:22 to 2026-01-18 02:38:22 with distance 8548m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 39874: Tennis from 2026-02-10 14:21:07 to 2026-02-10 16:21:07 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 50955: Rugby from 2026-02-10 14:21:49 to 2026-02-10 17:21:49 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-02-01 11:47:44 to 2026-02-01 13:47:44 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-09 03:15:55 to 2026-02-09 05:15:55 with distance 6445m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 19260: Runing from 2026-02-13 06:26:56 to 2026-02-13 08:26:56 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-01-27 00:52:01 to 2026-01-27 03:52:01 with distance 5590m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 76341: Football from 2026-01-31 02:33:19 to 2026-01-31 04:33:19 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-01-25 04:36:27 to 2026-01-25 06:36:27 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-01-14 22:44:22 to 2026-01-15 01:44:22 with distance 4330m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-18 00:09:12 to 2026-01-18 03:09:12 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 50504: Escalade from 2026-01-23 23:32:19 to 2026-01-24 01:32:19 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 17027: Tennis from 2026-02-07 01:34:58 to 2026-02-07 03:34:58 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 66386: Badminton from 2026-01-07 21:27:46 to 2026-01-07 22:27:46 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-02-02 13:45:45 to 2026-02-02 14:45:45 with distance 12563m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 69938: Randonnée from 2026-01-13 19:13:58 to 2026-01-13 22:13:58 with distance 8200m and comments 'Score: 0/10'
